,名称,套装效果,升级等级,材料名称,需要的数量
0,橡胶紧身服,雷无效,一星,电麻蜥蜴战士的犄角,1
0,橡胶紧身服,雷无效,一星,黄色丘丘胶,3
0,橡胶紧身服,雷无效,二星,黄色丘丘胶,8
0,橡胶紧身服,雷无效,二星,酥麻水果,5
0,橡胶紧身服,雷无效,三星,酥麻蘑菇,5
0,橡胶紧身服,雷无效,三星,电麻蜥蜴战士的尾巴,5
0,橡胶紧身服,雷无效,三星,酥麻香草,8
0,橡胶紧身服,雷无效,四星,电麻蜥蜴战士的犄角,5
0,橡胶紧身服,雷无效,四星,黄玉,5
0,橡胶紧身服,雷无效,四星,电麻蜥蜴战士的尾巴,8
0,橡胶紧身裤,雷无效,一星,电麻蜥蜴战士的犄角,1
0,橡胶紧身裤,雷无效,一星,黄色丘丘胶,3
0,橡胶紧身裤,雷无效,二星,黄色丘丘胶,8
0,橡胶紧身裤,雷无效,二星,酥麻水果,5
0,橡胶紧身裤,雷无效,三星,酥麻蘑菇,5
0,橡胶紧身裤,雷无效,三星,电麻蜥蜴战士的尾巴,5
0,橡胶紧身裤,雷无效,三星,酥麻香草,8
0,橡胶紧身裤,雷无效,四星,电麻蜥蜴战士的犄角,5
0,橡胶紧身裤,雷无效,四星,黄玉,5
0,橡胶紧身裤,雷无效,四星,电麻蜥蜴战士的尾巴,8
