,名称,套装效果,升级等级,材料名称,需要的数量
0,橡胶紧身服,雷无效,三星,电麻蜥蜴战士的尾巴,5
0,橡胶紧身服,雷无效,三星,酥麻香草,8
0,橡胶紧身服,雷无效,四星,电麻蜥蜴战士的犄角,5
0,橡胶紧身服,雷无效,四星,黄玉,5
0,橡胶紧身服,雷无效,四星,电麻蜥蜴战士的尾巴,8
0,橡胶紧身裤,雷无效,一星,电麻蜥蜴战士的犄角,1
0,橡胶紧身裤,雷无效,一星,黄色丘丘胶,3
0,橡胶紧身裤,雷无效,二星,黄色丘丘胶,8
0,橡胶紧身裤,雷无效,二星,酥麻水果,5
0,橡胶紧身裤,雷无效,三星,酥麻蘑菇,5
0,橡胶紧身裤,雷无效,三星,电麻蜥蜴战士的尾巴,5
0,橡胶紧身裤,雷无效,三星,酥麻香草,8
0,橡胶紧身裤,雷无效,四星,电麻蜥蜴战士的犄角,5
0,橡胶紧身裤,雷无效,四星,黄玉,5
0,橡胶紧身裤,雷无效,四星,电麻蜥蜴战士的尾巴,8
0,热沙护额,麻痹伤害减少,一星,白色丘丘胶,3
0,热沙护额,麻痹伤害减少,二星,白色丘丘胶,5
0,热沙护额,麻痹伤害减少,二星,冰冷香草,3
0,热沙护额,麻痹伤害减少,三星,冰蝙蝠的翅膀,5
0,热沙护额,麻痹伤害减少,三星,吐雹蜥蜴战士的尾巴,3
0,热沙护额,麻痹伤害减少,三星,冰冷蘑菇,5
0,热沙护额,麻痹伤害减少,四星,吐雹蜥蜴战士的犄角,5
0,热沙护额,麻痹伤害减少,四星,吐雹蜥蜴战士的尾巴,10
0,热沙护额,麻痹伤害减少,四星,蓝宝石,5
0,热沙护肩,麻痹伤害减少,一星,白色丘丘胶,3
0,热沙护肩,麻痹伤害减少,二星,白色丘丘胶,5
0,热沙护肩,麻痹伤害减少,二星,冰冷香草,3
0,热沙护肩,麻痹伤害减少,三星,冰蝙蝠的翅膀,5
0,热沙护肩,麻痹伤害减少,三星,吐雹蜥蜴战士的尾巴,3
0,热沙护肩,麻痹伤害减少,三星,冰冷蘑菇,5
0,热沙护肩,麻痹伤害减少,四星,吐雹蜥蜴战士的犄角,5
0,热沙护肩,麻痹伤害减少,四星,吐雹蜥蜴战士的尾巴,10
0,热沙护肩,麻痹伤害减少,四星,蓝宝石,5
0,热沙裤子,麻痹伤害减少,一星,白色丘丘胶,3
0,热沙裤子,麻痹伤害减少,二星,白色丘丘胶,5
0,热沙裤子,麻痹伤害减少,二星,冰冷香草,3
0,热沙裤子,麻痹伤害减少,三星,冰蝙蝠的翅膀,5
0,热沙裤子,麻痹伤害减少,三星,吐雹蜥蜴战士的尾巴,3
0,热沙裤子,麻痹伤害减少,三星,冰冷蘑菇,5
0,热沙裤子,麻痹伤害减少,四星,吐雹蜥蜴战士的犄角,5
0,热沙裤子,麻痹伤害减少,四星,吐雹蜥蜴战士的尾巴,10
0,热沙裤子,麻痹伤害减少,四星,蓝宝石,5
0,攀登头巾,攀登跳跃精力持久,一星,蝙蝠的翅膀,3
0,攀登头巾,攀登跳跃精力持久,一星,速速蘑菇,3
0,攀登头巾,攀登跳跃精力持久,二星,电蝙蝠的翅膀,5
0,攀登头巾,攀登跳跃精力持久,二星,速速蜥,5
0,攀登头巾,攀登跳跃精力持久,三星,冰蝙蝠的翅膀,8
0,攀登头巾,攀登跳跃精力持久,三星,速速蛙,10
0,攀登头巾,攀登跳跃精力持久,四星,火蝙蝠的翅膀,10
0,攀登头巾,攀登跳跃精力持久,四星,速速紫罗兰,20
0,攀登护手,攀登跳跃精力持久,一星,蝙蝠的翅膀,3
0,攀登护手,攀登跳跃精力持久,一星,速速蘑菇,3
0,攀登护手,攀登跳跃精力持久,二星,电蝙蝠的翅膀,5
0,攀登护手,攀登跳跃精力持久,二星,速速蜥,5
0,攀登护手,攀登跳跃精力持久,三星,冰蝙蝠的翅膀,8
0,攀登护手,攀登跳跃精力持久,三星,速速蛙,10
0,攀登护手,攀登跳跃精力持久,四星,火蝙蝠的翅膀,10
0,攀登护手,攀登跳跃精力持久,四星,速速紫罗兰,20
0,攀登鞋,攀登跳跃精力持久,一星,蝙蝠的翅膀,3
0,攀登鞋,攀登跳跃精力持久,一星,速速蘑菇,3
0,攀登鞋,攀登跳跃精力持久,二星,电蝙蝠的翅膀,5
0,攀登鞋,攀登跳跃精力持久,二星,速速蜥,5
0,攀登鞋,攀登跳跃精力持久,三星,冰蝙蝠的翅膀,8
0,攀登鞋,攀登跳跃精力持久,三星,速速蛙,10
0,攀登鞋,攀登跳跃精力持久,四星,火蝙蝠的翅膀,10
0,攀登鞋,攀登跳跃精力持久,四星,速速紫罗兰,20
0,潜行面罩,夜间移动速度提升,一星,潜行草,3
0,潜行面罩,夜间移动速度提升,二星,潜行草,5
0,潜行面罩,夜间移动速度提升,二星,静静萤火虫,5
0,潜行面罩,夜间移动速度提升,三星,潜行蘑菇,8
0,潜行面罩,夜间移动速度提升,三星,潜行田螺,5
0,潜行面罩,夜间移动速度提升,三星,贴贴青蛙,5
0,潜行面罩,夜间移动速度提升,四星,潜行鳟鱼,10
0,潜行面罩,夜间移动速度提升,四星,静谧公主,5
0,潜行面罩,夜间移动速度提升,四星,向阳草,10
0,潜行紧身服,夜间移动速度提升,一星,潜行草,3
0,潜行紧身服,夜间移动速度提升,二星,潜行草,5
0,潜行紧身服,夜间移动速度提升,二星,静静萤火虫,5
0,潜行紧身服,夜间移动速度提升,三星,潜行蘑菇,8
0,潜行紧身服,夜间移动速度提升,三星,潜行田螺,5
0,潜行紧身服,夜间移动速度提升,三星,贴贴青蛙,5
0,潜行紧身服,夜间移动速度提升,四星,潜行鳟鱼,10
0,潜行紧身服,夜间移动速度提升,四星,静谧公主,5
0,潜行紧身服,夜间移动速度提升,四星,向阳草,10
0,潜行紧身裤,夜间移动速度提升,一星,潜行草,3
0,潜行紧身裤,夜间移动速度提升,二星,潜行草,5
0,潜行紧身裤,夜间移动速度提升,二星,静静萤火虫,5
0,潜行紧身裤,夜间移动速度提升,三星,潜行蘑菇,8
0,潜行紧身裤,夜间移动速度提升,三星,潜行田螺,5
0,潜行紧身裤,夜间移动速度提升,三星,贴贴青蛙,5
0,潜行紧身裤,夜间移动速度提升,四星,潜行鳟鱼,10
0,潜行紧身裤,夜间移动速度提升,四星,静谧公主,5
0,潜行紧身裤,夜间移动速度提升,四星,向阳草,10
0,夜光面罩,骸骨变装、擅长骨武器,一星,夜光石,10
0,夜光面罩,骸骨变装、擅长骨武器,一星,波克布林的肝脏,1
0,夜光面罩,骸骨变装、擅长骨武器,二星,夜光石,15
0,夜光面罩,骸骨变装、擅长骨武器,二星,莫力布林的肝脏,2
0,夜光面罩,骸骨变装、擅长骨武器,三星,夜光石,20
0,夜光面罩,骸骨变装、擅长骨武器,三星,霍拉布林的肝脏,3
0,夜光面罩,骸骨变装、擅长骨武器,三星,吉彼得之骨,10
0,夜光面罩,骸骨变装、擅长骨武器,四星,夜光石,30
0,夜光面罩,骸骨变装、擅长骨武器,四星,莱尼尔的肝脏,3
0,夜光面罩,骸骨变装、擅长骨武器,四星,莫尔德拉吉克的颚骨,3
0,夜光紧身服,骸骨变装、擅长骨武器,一星,夜光石,10
0,夜光紧身服,骸骨变装、擅长骨武器,一星,波克布林的肝脏,1
0,夜光紧身服,骸骨变装、擅长骨武器,二星,夜光石,15
0,夜光紧身服,骸骨变装、擅长骨武器,二星,莫力布林的肝脏,2
0,夜光紧身服,骸骨变装、擅长骨武器,三星,夜光石,20
0,夜光紧身服,骸骨变装、擅长骨武器,三星,霍拉布林的肝脏,3
0,夜光紧身服,骸骨变装、擅长骨武器,三星,吉彼得之骨,10
0,夜光紧身服,骸骨变装、擅长骨武器,四星,夜光石,30
0,夜光紧身服,骸骨变装、擅长骨武器,四星,莱尼尔的肝脏,3
0,夜光紧身服,骸骨变装、擅长骨武器,四星,莫尔德拉吉克的颚骨,3
0,夜光紧身裤,骸骨变装、擅长骨武器,一星,夜光石,10
0,夜光紧身裤,骸骨变装、擅长骨武器,一星,波克布林的肝脏,1
0,夜光紧身裤,骸骨变装、擅长骨武器,二星,夜光石,15
0,夜光紧身裤,骸骨变装、擅长骨武器,二星,莫力布林的肝脏,2
0,夜光紧身裤,骸骨变装、擅长骨武器,三星,夜光石,20
0,夜光紧身裤,骸骨变装、擅长骨武器,三星,霍拉布林的肝脏,3
0,夜光紧身裤,骸骨变装、擅长骨武器,三星,吉彼得之骨,10
0,夜光紧身裤,骸骨变装、擅长骨武器,四星,夜光石,30
0,夜光紧身裤,骸骨变装、擅长骨武器,四星,莱尼尔的肝脏,3
0,夜光紧身裤,骸骨变装、擅长骨武器,四星,莫尔德拉吉克的颚骨,3
0,滑翔面罩,落下伤害无效,一星,蝙蝠的翅膀,3
0,滑翔面罩,落下伤害无效,二星,卡库达的眼珠,6
0,滑翔面罩,落下伤害无效,二星,蝙蝠的翅膀,5
0,滑翔面罩,落下伤害无效,三星,卡库达的翅膀,6
0,滑翔面罩,落下伤害无效,三星,卡库达的眼珠,8
0,滑翔面罩,落下伤害无效,四星,古栗欧克的翅膀,12
0,滑翔面罩,落下伤害无效,四星,卡库达的翅膀,10
0,滑翔面罩,落下伤害无效,四星,吉彼得的翅膀,8
0,夜光紧身服,落下伤害无效,一星,蝙蝠的翅膀,3
0,夜光紧身服,落下伤害无效,二星,卡库达的眼珠,6
0,夜光紧身服,落下伤害无效,二星,蝙蝠的翅膀,5
0,夜光紧身服,落下伤害无效,三星,卡库达的翅膀,6
0,夜光紧身服,落下伤害无效,三星,卡库达的眼珠,8
0,夜光紧身服,落下伤害无效,四星,古栗欧克的翅膀,12
0,夜光紧身服,落下伤害无效,四星,卡库达的翅膀,10
0,夜光紧身服,落下伤害无效,四星,吉彼得的翅膀,8
0,夜光紧身裤,落下伤害无效,一星,蝙蝠的翅膀,3
0,夜光紧身裤,落下伤害无效,二星,卡库达的眼珠,6
0,夜光紧身裤,落下伤害无效,二星,蝙蝠的翅膀,5
0,夜光紧身裤,落下伤害无效,三星,卡库达的翅膀,6
0,夜光紧身裤,落下伤害无效,三星,卡库达的眼珠,8
0,夜光紧身裤,落下伤害无效,四星,古栗欧克的翅膀,12
0,夜光紧身裤,落下伤害无效,四星,卡库达的翅膀,10
0,夜光紧身裤,落下伤害无效,四星,吉彼得的翅膀,8
0,火焰头饰,高温时蓄力攻击强化,一星,火焰果,3
0,火焰头饰,高温时蓄力攻击强化,二星,喷火蜥蜴战士的犄角,5
0,火焰头饰,高温时蓄力攻击强化,二星,暖暖凤蝶,5
0,火焰头饰,高温时蓄力攻击强化,三星,火焰莱克的胃石,5
0,火焰头饰,高温时蓄力攻击强化,三星,暖暖蜻蜓,5
0,火焰头饰,高温时蓄力攻击强化,三星,大的左纳乌能源,5
0,火焰头饰,高温时蓄力攻击强化,四星,古栗欧克的火焰犄角,5
0,火焰头饰,高温时蓄力攻击强化,四星,暖暖鳟鱼,3
0,火焰头饰,高温时蓄力攻击强化,四星,大的左纳乌能源,10
0,火焰服,高温时蓄力攻击强化,一星,火焰果,3
0,火焰服,高温时蓄力攻击强化,二星,喷火蜥蜴战士的犄角,5
0,火焰服,高温时蓄力攻击强化,二星,暖暖凤蝶,5
0,火焰服,高温时蓄力攻击强化,三星,火焰莱克的胃石,5
0,火焰服,高温时蓄力攻击强化,三星,暖暖蜻蜓,5
0,火焰服,高温时蓄力攻击强化,三星,大的左纳乌能源,5
0,火焰服,高温时蓄力攻击强化,四星,古栗欧克的火焰犄角,5
0,火焰服,高温时蓄力攻击强化,四星,暖暖鳟鱼,3
0,火焰服,高温时蓄力攻击强化,四星,大的左纳乌能源,10
0,火焰裤子,高温时蓄力攻击强化,一星,火焰果,3
0,火焰裤子,高温时蓄力攻击强化,二星,喷火蜥蜴战士的犄角,5
0,火焰裤子,高温时蓄力攻击强化,二星,暖暖凤蝶,5
0,火焰裤子,高温时蓄力攻击强化,三星,火焰莱克的胃石,5
0,火焰裤子,高温时蓄力攻击强化,三星,暖暖蜻蜓,5
0,火焰裤子,高温时蓄力攻击强化,三星,大的左纳乌能源,5
0,火焰裤子,高温时蓄力攻击强化,四星,古栗欧克的火焰犄角,5
0,火焰裤子,高温时蓄力攻击强化,四星,暖暖鳟鱼,3
0,火焰裤子,高温时蓄力攻击强化,四星,大的左纳乌能源,10
0,左纳尼乌姆之头盔,能源回复速度提升,一星,兵队魔像的角,5
0,左纳尼乌姆之头盔,能源回复速度提升,二星,兵队魔像的角（中等）,5
0,左纳尼乌姆之头盔,能源回复速度提升,二星,队长魔像的角,5
0,左纳尼乌姆之头盔,能源回复速度提升,二星,左纳尼乌姆,5
0,左纳尼乌姆之头盔,能源回复速度提升,三星,兵队魔像的角（上等）,5
0,左纳尼乌姆之头盔,能源回复速度提升,三星,队长魔像的角（中等）,5
0,左纳尼乌姆之头盔,能源回复速度提升,三星,大的左纳尼乌姆,5
0,左纳尼乌姆之头盔,能源回复速度提升,四星,兵队魔像的角（特等）,5
0,左纳尼乌姆之头盔,能源回复速度提升,四星,队长魔像的角（上等）,5
0,左纳尼乌姆之头盔,能源回复速度提升,四星,大的左纳尼乌姆,10
0,左纳尼乌姆之护膝,能源回复速度提升,一星,兵队魔像的角,5
0,左纳尼乌姆之护膝,能源回复速度提升,二星,兵队魔像的角（中等）,5
0,左纳尼乌姆之护膝,能源回复速度提升,二星,队长魔像的角,5
0,左纳尼乌姆之护膝,能源回复速度提升,二星,左纳尼乌姆,5
0,左纳尼乌姆之护膝,能源回复速度提升,三星,兵队魔像的角（上等）,5
0,左纳尼乌姆之护膝,能源回复速度提升,三星,队长魔像的角（中等）,5
0,左纳尼乌姆之护膝,能源回复速度提升,三星,大的左纳尼乌姆,5
0,左纳尼乌姆之护膝,能源回复速度提升,四星,兵队魔像的角（特等）,5
0,左纳尼乌姆之护膝,能源回复速度提升,四星,队长魔像的角（上等）,5
0,左纳尼乌姆之护膝,能源回复速度提升,四星,大的左纳尼乌姆,10
0,左纳尼乌姆之前挂,能源回复速度提升,一星,兵队魔像的角,5
0,左纳尼乌姆之前挂,能源回复速度提升,二星,兵队魔像的角（中等）,5
0,左纳尼乌姆之前挂,能源回复速度提升,二星,队长魔像的角,5
0,左纳尼乌姆之前挂,能源回复速度提升,二星,左纳尼乌姆,5
0,左纳尼乌姆之前挂,能源回复速度提升,三星,兵队魔像的角（上等）,5
0,左纳尼乌姆之前挂,能源回复速度提升,三星,队长魔像的角（中等）,5
0,左纳尼乌姆之前挂,能源回复速度提升,三星,大的左纳尼乌姆,5
0,左纳尼乌姆之前挂,能源回复速度提升,四星,兵队魔像的角（特等）,5
0,左纳尼乌姆之前挂,能源回复速度提升,四星,队长魔像的角（上等）,5
0,左纳尼乌姆之前挂,能源回复速度提升,四星,大的左纳尼乌姆,10
0,采矿面罩,光之足迹,一星,光亮花的种子,10
0,采矿面罩,光之足迹,二星,光亮花的种子,20
0,采矿面罩,光之足迹,二星,光亮蘑菇,5
0,采矿面罩,光之足迹,三星,巨大光亮花的种子,15
0,采矿面罩,光之足迹,三星,光亮霍拉鱼,5
0,采矿面罩,光之足迹,三星,暗萤火虫,10
0,采矿面罩,光之足迹,四星,巨大光亮花的种子,20
0,采矿面罩,光之足迹,四星,钻石,3
0,采矿面罩,光之足迹,四星,大的左纳尼乌姆,10
0,采矿服,光之足迹,一星,光亮花的种子,10
0,采矿服,光之足迹,二星,光亮花的种子,20
0,采矿服,光之足迹,二星,光亮蘑菇,5
0,采矿服,光之足迹,三星,巨大光亮花的种子,15
0,采矿服,光之足迹,三星,光亮霍拉鱼,5
0,采矿服,光之足迹,三星,暗萤火虫,10
0,采矿服,光之足迹,四星,巨大光亮花的种子,20
0,采矿服,光之足迹,四星,钻石,3
0,采矿服,光之足迹,四星,大的左纳尼乌姆,10
0,采矿裤子,光之足迹,一星,光亮花的种子,10
0,采矿裤子,光之足迹,二星,光亮花的种子,20
0,采矿裤子,光之足迹,二星,光亮蘑菇,5
0,采矿裤子,光之足迹,三星,巨大光亮花的种子,15
0,采矿裤子,光之足迹,三星,光亮霍拉鱼,5
0,采矿裤子,光之足迹,三星,暗萤火虫,10
0,采矿裤子,光之足迹,四星,巨大光亮花的种子,20
0,采矿裤子,光之足迹,四星,钻石,3
0,采矿裤子,光之足迹,四星,大的左纳尼乌姆,10
0,暗黑服,瘴气防护提升,一星,暗萤火虫,3
0,暗黑服,瘴气防护提升,二星,巨霸迦马的大牙,3
0,暗黑服,瘴气防护提升,二星,暗之块,5
0,暗黑服,瘴气防护提升,三星,黑曜巨霸迦马的大牙,3
0,暗黑服,瘴气防护提升,三星,左纳尼乌姆,20
0,暗黑服,瘴气防护提升,三星,巨霸迦马的爪子,3
0,暗黑服,瘴气防护提升,四星,白苍巨霸迦马的大牙,5
0,暗黑服,瘴气防护提升,四星,大的左纳尼乌姆,10
0,暗黑服,瘴气防护提升,四星,巨霸迦马的肝脏,3
0,暗黑绑腿,瘴气防护提升,一星,暗萤火虫,3
0,暗黑绑腿,瘴气防护提升,二星,巨霸迦马的大牙,3
0,暗黑绑腿,瘴气防护提升,二星,暗之块,5
0,暗黑绑腿,瘴气防护提升,三星,黑曜巨霸迦马的大牙,3
0,暗黑绑腿,瘴气防护提升,三星,左纳尼乌姆,20
0,暗黑绑腿,瘴气防护提升,三星,巨霸迦马的爪子,3
0,暗黑绑腿,瘴气防护提升,四星,白苍巨霸迦马的大牙,5
0,暗黑绑腿,瘴气防护提升,四星,大的左纳尼乌姆,10
0,暗黑绑腿,瘴气防护提升,四星,巨霸迦马的肝脏,3
0,暗黑头巾,瘴气防护提升,一星,暗萤火虫,3
0,暗黑头巾,瘴气防护提升,二星,巨霸迦马的大牙,3
0,暗黑头巾,瘴气防护提升,二星,暗之块,5
0,暗黑头巾,瘴气防护提升,三星,黑曜巨霸迦马的大牙,3
0,暗黑头巾,瘴气防护提升,三星,左纳尼乌姆,20
0,暗黑头巾,瘴气防护提升,三星,巨霸迦马的爪子,3
0,暗黑头巾,瘴气防护提升,四星,白苍巨霸迦马的大牙,5
0,暗黑头巾,瘴气防护提升,四星,大的左纳尼乌姆,10
0,暗黑头巾,瘴气防护提升,四星,巨霸迦马的肝脏,3
0,蛙之头巾,滑落无效,一星,贴贴蜥蜴,3
0,蛙之头巾,滑落无效,二星,霍拉布林的犄角,5
0,蛙之头巾,滑落无效,二星,贴贴蜥蜴,5
0,蛙之头巾,滑落无效,三星,蓝色霍拉布林的犄角,5
0,蛙之头巾,滑落无效,三星,贴贴青蛙,5
0,蛙之头巾,滑落无效,四星,黑色霍拉布林的犄角,5
0,蛙之头巾,滑落无效,四星,霍拉布林的肝脏,10
0,蛙之头巾,滑落无效,四星,蛋白石,10
0,蛙之手甲,滑落无效,一星,贴贴蜥蜴,3
0,蛙之手甲,滑落无效,二星,霍拉布林的犄角,5
0,蛙之手甲,滑落无效,二星,贴贴蜥蜴,5
0,蛙之手甲,滑落无效,三星,蓝色霍拉布林的犄角,5
0,蛙之手甲,滑落无效,三星,贴贴青蛙,5
0,蛙之手甲,滑落无效,四星,黑色霍拉布林的犄角,5
0,蛙之手甲,滑落无效,四星,霍拉布林的肝脏,10
0,蛙之手甲,滑落无效,四星,蛋白石,10
0,蛙之足袋,滑落无效,一星,贴贴蜥蜴,3
0,蛙之足袋,滑落无效,二星,霍拉布林的犄角,5
0,蛙之足袋,滑落无效,二星,贴贴蜥蜴,5
0,蛙之足袋,滑落无效,三星,蓝色霍拉布林的犄角,5
0,蛙之足袋,滑落无效,三星,贴贴青蛙,5
0,蛙之足袋,滑落无效,四星,黑色霍拉布林的犄角,5
0,蛙之足袋,滑落无效,四星,霍拉布林的肝脏,10
0,蛙之足袋,滑落无效,四星,蛋白石,10
0,雷光头饰,雷雨时蓄力攻击强化,一星,电流果,3
0,雷光头饰,雷雨时蓄力攻击强化,二星,电麻蜥蜴战士的犄角,5
0,雷光头饰,雷雨时蓄力攻击强化,二星,酥麻凤蝶,3
0,雷光头饰,雷雨时蓄力攻击强化,三星,电击莱克的胃石,5
0,雷光头饰,雷雨时蓄力攻击强化,三星,酥麻蜻蜓,5
0,雷光头饰,雷雨时蓄力攻击强化,三星,大的左纳乌能源,3
0,雷光头饰,雷雨时蓄力攻击强化,四星,古栗欧克的雷电犄角,5
0,雷光头饰,雷雨时蓄力攻击强化,四星,酥麻鳟鱼,3
0,雷光头饰,雷雨时蓄力攻击强化,四星,大的左纳乌能源,5
0,雷光服,雷雨时蓄力攻击强化,一星,电流果,3
0,雷光服,雷雨时蓄力攻击强化,二星,电麻蜥蜴战士的犄角,5
0,雷光服,雷雨时蓄力攻击强化,二星,酥麻凤蝶,3
0,雷光服,雷雨时蓄力攻击强化,三星,电击莱克的胃石,5
0,雷光服,雷雨时蓄力攻击强化,三星,酥麻蜻蜓,5
0,雷光服,雷雨时蓄力攻击强化,三星,大的左纳乌能源,3
0,雷光服,雷雨时蓄力攻击强化,四星,古栗欧克的雷电犄角,5
0,雷光服,雷雨时蓄力攻击强化,四星,酥麻鳟鱼,3
0,雷光服,雷雨时蓄力攻击强化,四星,大的左纳乌能源,5
0,雷光裤子,雷雨时蓄力攻击强化,一星,电流果,3
0,雷光裤子,雷雨时蓄力攻击强化,二星,电麻蜥蜴战士的犄角,5
0,雷光裤子,雷雨时蓄力攻击强化,二星,酥麻凤蝶,3
0,雷光裤子,雷雨时蓄力攻击强化,三星,电击莱克的胃石,5
0,雷光裤子,雷雨时蓄力攻击强化,三星,酥麻蜻蜓,5
0,雷光裤子,雷雨时蓄力攻击强化,三星,大的左纳乌能源,3
0,雷光裤子,雷雨时蓄力攻击强化,四星,古栗欧克的雷电犄角,5
0,雷光裤子,雷雨时蓄力攻击强化,四星,酥麻鳟鱼,3
0,雷光裤子,雷雨时蓄力攻击强化,四星,大的左纳乌能源,5
0,暴风雪头饰,低温时蓄力攻击强化,一星,冷气果,3
0,暴风雪头饰,低温时蓄力攻击强化,二星,吐雹蜥蜴战士的犄角,5
0,暴风雪头饰,低温时蓄力攻击强化,二星,冰冷凤蝶,5
0,暴风雪头饰,低温时蓄力攻击强化,三星,冰雪莱克的胃石,5
0,暴风雪头饰,低温时蓄力攻击强化,三星,冰冷蜻蜓,5
0,暴风雪头饰,低温时蓄力攻击强化,三星,大的左纳乌能源,5
0,暴风雪头饰,低温时蓄力攻击强化,四星,古栗欧克的冰雪犄角,5
0,暴风雪头饰,低温时蓄力攻击强化,四星,冰冷鳟鱼,10
0,暴风雪头饰,低温时蓄力攻击强化,四星,大的左纳乌能源,10
0,暴风雪服,低温时蓄力攻击强化,一星,冷气果,3
0,暴风雪服,低温时蓄力攻击强化,二星,吐雹蜥蜴战士的犄角,5
0,暴风雪服,低温时蓄力攻击强化,二星,冰冷凤蝶,5
0,暴风雪服,低温时蓄力攻击强化,三星,冰雪莱克的胃石,5
0,暴风雪服,低温时蓄力攻击强化,三星,冰冷蜻蜓,5
0,暴风雪服,低温时蓄力攻击强化,三星,大的左纳乌能源,5
0,暴风雪服,低温时蓄力攻击强化,四星,古栗欧克的冰雪犄角,5
0,暴风雪服,低温时蓄力攻击强化,四星,冰冷鳟鱼,10
0,暴风雪服,低温时蓄力攻击强化,四星,大的左纳乌能源,10
0,暴风雪裤子,低温时蓄力攻击强化,一星,冷气果,3
0,暴风雪裤子,低温时蓄力攻击强化,二星,吐雹蜥蜴战士的犄角,5
0,暴风雪裤子,低温时蓄力攻击强化,二星,冰冷凤蝶,5
0,暴风雪裤子,低温时蓄力攻击强化,三星,冰雪莱克的胃石,5
0,暴风雪裤子,低温时蓄力攻击强化,三星,冰冷蜻蜓,5
0,暴风雪裤子,低温时蓄力攻击强化,三星,大的左纳乌能源,5
0,暴风雪裤子,低温时蓄力攻击强化,四星,古栗欧克的冰雪犄角,5
0,暴风雪裤子,低温时蓄力攻击强化,四星,冰冷鳟鱼,10
0,暴风雪裤子,低温时蓄力攻击强化,四星,大的左纳乌能源,10
0,海利亚兜帽,无,一星,波克布林的犄角,5
0,海利亚兜帽,无,二星,蓝色波克布林的犄角,5
0,海利亚兜帽,无,二星,波克布林的牙齿,3
0,海利亚兜帽,无,三星,黑色波克布林的犄角,5
0,海利亚兜帽,无,三星,波克布林的肝脏,3
0,海利亚兜帽,无,三星,琥珀,20
0,海利亚兜帽,无,四星,白银波克布林的犄角,5
0,海利亚兜帽,无,四星,波克布林的肝脏,5
0,海利亚兜帽,无,四星,琥珀,30
0,海利亚兜帽2,无,一星,波克布林的犄角,5
0,海利亚兜帽2,无,二星,蓝色波克布林的犄角,5
0,海利亚兜帽2,无,二星,波克布林的牙齿,3
0,海利亚兜帽2,无,三星,黑色波克布林的犄角,5
0,海利亚兜帽2,无,三星,波克布林的肝脏,3
0,海利亚兜帽2,无,三星,琥珀,20
0,海利亚兜帽2,无,四星,白银波克布林的犄角,5
0,海利亚兜帽2,无,四星,波克布林的肝脏,5
0,海利亚兜帽2,无,四星,琥珀,30
0,海利亚服,无,一星,波克布林的犄角,5
0,海利亚服,无,二星,蓝色波克布林的犄角,5
0,海利亚服,无,二星,波克布林的牙齿,3
0,海利亚服,无,三星,黑色波克布林的犄角,5
0,海利亚服,无,三星,波克布林的肝脏,3
0,海利亚服,无,三星,琥珀,20
0,海利亚服,无,四星,白银波克布林的犄角,5
0,海利亚服,无,四星,波克布林的肝脏,5
0,海利亚服,无,四星,琥珀,30
0,海利亚士兵头盔,无,一星,丘丘胶,5
0,海利亚士兵头盔,无,一星,波克布林的肝脏,3
0,海利亚士兵头盔,无,二星,蝙蝠的眼珠,5
0,海利亚士兵头盔,无,二星,莫力布林的肝脏,3
0,海利亚士兵头盔,无,三星,蜥蜴战士的尾巴,3
0,海利亚士兵头盔,无,三星,西诺克斯的肝脏,3
0,海利亚士兵头盔,无,三星,打火石,30
0,海利亚士兵头盔,无,四星,莱尼尔的蹄子,5
0,海利亚士兵头盔,无,四星,莱尼尔的肝脏,5
0,海利亚士兵头盔,无,四星,琥珀,30
0,海利亚士兵铠甲,无,一星,丘丘胶,5
0,海利亚士兵铠甲,无,一星,波克布林的肝脏,3
0,海利亚士兵铠甲,无,二星,蝙蝠的眼珠,5
0,海利亚士兵铠甲,无,二星,莫力布林的肝脏,3
0,海利亚士兵铠甲,无,三星,蜥蜴战士的尾巴,3
0,海利亚士兵铠甲,无,三星,西诺克斯的肝脏,3
0,海利亚士兵铠甲,无,三星,打火石,30
0,海利亚士兵铠甲,无,四星,莱尼尔的蹄子,5
0,海利亚士兵铠甲,无,四星,莱尼尔的肝脏,5
0,海利亚士兵铠甲,无,四星,琥珀,30
0,海利亚士兵护胫,无,一星,丘丘胶,5
0,海利亚士兵护胫,无,一星,波克布林的肝脏,3
0,海利亚士兵护胫,无,二星,蝙蝠的眼珠,5
0,海利亚士兵护胫,无,二星,莫力布林的肝脏,3
0,海利亚士兵护胫,无,三星,蜥蜴战士的尾巴,3
0,海利亚士兵护胫,无,三星,西诺克斯的肝脏,3
0,海利亚士兵护胫,无,三星,打火石,30
0,海利亚士兵护胫,无,四星,莱尼尔的蹄子,5
0,海利亚士兵护胫,无,四星,莱尼尔的肝脏,5
0,海利亚士兵护胫,无,四星,琥珀,30
0,英杰服,无,一星,静谧公主,3
0,英杰服,无,一星,白龙的鳞片,2
0,英杰服,无,二星,静谧公主,3
0,英杰服,无,二星,白龙的爪子,2
0,英杰服,无,二星,向阳草,10
0,英杰服,无,三星,静谧公主,5
0,英杰服,无,三星,白龙的牙齿碎片,2
0,英杰服,无,三星,向阳草,15
0,英杰服,无,四星,静谧公主,10
0,英杰服,无,四星,白龙的犄角,2
0,英杰服,无,四星,向阳草,20
0,回忆服,无,一星,宁静公主,3
0,回忆服,无,一星,白龙的鳞片,1
0,回忆服,无,二星,宁静公主,3
